document id	subject	predicate	predicate lemmatized	object	confidence	sentence
30240012	131 men aged 18 to 85 years with a infection-prone skin lesion ( wound area ≥ 200 mm2 )	 participated	  participate	In 5 study sites	0.35	PATIENTS AND METHODS : In 5 study sites , 131 men and women aged 18 to 85 years with a posttraumatic/postoperative infected or infection-prone skin lesion ( wound area ≥ 200 mm2 ) participated .
30240012	131 men aged 18 to 85 years with a posttraumatic/postoperative infected skin lesion ( wound area ≥ 200 mm2 )	 participated	  participate	In 5 study sites	0.33	PATIENTS AND METHODS : In 5 study sites , 131 men and women aged 18 to 85 years with a posttraumatic/postoperative infected or infection-prone skin lesion ( wound area ≥ 200 mm2 ) participated .
30240012	131 women aged 18 to 85 years with a infection-prone skin lesion ( wound area ≥ 200 mm2 )	 participated	  participate	In 5 study sites	0.31	PATIENTS AND METHODS : In 5 study sites , 131 men and women aged 18 to 85 years with a posttraumatic/postoperative infected or infection-prone skin lesion ( wound area ≥ 200 mm2 ) participated .
30240012	131 women aged 18 to 85 years with a posttraumatic/postoperative infected skin lesion ( wound area ≥ 200 mm2 )	 participated	  participate	In 5 study sites	0.30	PATIENTS AND METHODS : In 5 study sites , 131 men and women aged 18 to 85 years with a posttraumatic/postoperative infected or infection-prone skin lesion ( wound area ≥ 200 mm2 ) participated .
30240012	131 men	 aged	  age	18 to 85 years with a infection-prone skin lesion	0.24	PATIENTS AND METHODS : In 5 study sites , 131 men and women aged 18 to 85 years with a posttraumatic/postoperative infected or infection-prone skin lesion ( wound area ≥ 200 mm2 ) participated .
30240021	tyrothricin 0.1 g tyrothricin per 100 g of vehicle	 was applied	  be apply	to the wound In a double-blind study twice daily for 9 days	0.31	In a double-blind study , tyrothricin ( n = 62 ; 0.1 g tyrothricin per 100 g of vehicle ) or placebo powder ( n = 69 ) was applied to the wound twice daily for 9 days .
30240021	placebo powder	 was applied	  be apply	to the wound In a double-blind study twice daily for 9 days	0.22	In a double-blind study , tyrothricin ( n = 62 ; 0.1 g tyrothricin per 100 g of vehicle ) or placebo powder ( n = 69 ) was applied to the wound twice daily for 9 days .
30240022	placebo powder	 was	  be	to be applied to the wound area 2 × daily During 9 days of double-blind treatment	0.83	During 9 days of double-blind treatment , tyrothricin ( n = 62 ; 0.1 g tyrothricin per 100 g base ) or placebo powder ( n = 69 ) was to be applied to the wound area 2 × daily .
30240022	tyrothricin 0.1 g tyrothricin per 100 g base	 was	  be	to be applied to the wound area 2 × daily During 9 days of double-blind treatment	0.66	During 9 days of double-blind treatment , tyrothricin ( n = 62 ; 0.1 g tyrothricin per 100 g base ) or placebo powder ( n = 69 ) was to be applied to the wound area 2 × daily .
30240022	tyrothricin 0.1 g tyrothricin per 100 g base	 to be applied	  to be apply	to the wound area 2 daily	0.41	During 9 days of double-blind treatment , tyrothricin ( n = 62 ; 0.1 g tyrothricin per 100 g base ) or placebo powder ( n = 69 ) was to be applied to the wound area 2 × daily .
30240022	placebo powder	 to be applied ×	  to be apply ×	to the wound area 2 daily	0.11	During 9 days of double-blind treatment , tyrothricin ( n = 62 ; 0.1 g tyrothricin per 100 g base ) or placebo powder ( n = 69 ) was to be applied to the wound area 2 × daily .
30240031	The primary aim	 was	  be	to evaluate the average daily reduction of the radius from the lesion area between the start and end of the randomized treatment (	0.83	The primary aim was to evaluate the average daily reduction of the radius from the lesion area between the start and end of the randomized treatment ( α = 0.025 ; one-sided ) .
30240032	The primary efficacy parameter	 was	  be	the average daily reduction in wound radius	0.95	The primary efficacy parameter was the average daily reduction in wound radius calculated from wound area between the start and end of randomized treatment ( α = 0.025 ; unilateral ) .
30240032	wound radius	 calculated	  calculate	from wound area between the start and end of randomized treatment ( α = 0.025	0.93	The primary efficacy parameter was the average daily reduction in wound radius calculated from wound area between the start and end of randomized treatment ( α = 0.025 ; unilateral ) .
30240041	a wound index	 was calculated	  be calculate	from the assessments of rubor	0.77	Secondly , a wound index ( range 0–15 ) was calculated from the assessments of rubor , crusting , exudation , pain and functional impairment .
30240041	a wound index	 was calculated	  be calculate	from the assessments of crusting	0.19	Secondly , a wound index ( range 0–15 ) was calculated from the assessments of rubor , crusting , exudation , pain and functional impairment .
30240041	a wound index	 was calculated	  be calculate	from the assessments of exudation	0.17	Secondly , a wound index ( range 0–15 ) was calculated from the assessments of rubor , crusting , exudation , pain and functional impairment .
30240041	a wound index	 was calculated	  be calculate	from the assessments of pain	0.12	Secondly , a wound index ( range 0–15 ) was calculated from the assessments of rubor , crusting , exudation , pain and functional impairment .
30240041	a wound index	 was calculated	  be calculate	from the assessments of functional impairment	0.03	Secondly , a wound index ( range 0–15 ) was calculated from the assessments of rubor , crusting , exudation , pain and functional impairment .
30240042	A wound index	 was calculated	  be calculate	from the assessment of symptoms of redness	0.44	A wound index ( range of values : 0-15 ) was calculated from the assessment of symptoms of redness , coatings , exudation , pain , and functional limitation .
30240042	A wound index	 was calculated	  be calculate	from the assessment of symptoms of coatings	0.40	A wound index ( range of values : 0-15 ) was calculated from the assessment of symptoms of redness , coatings , exudation , pain , and functional limitation .
30240042	A wound index	 was calculated	  be calculate	from the assessment of symptoms of exudation	0.22	A wound index ( range of values : 0-15 ) was calculated from the assessment of symptoms of redness , coatings , exudation , pain , and functional limitation .
30240042	A wound index	 was calculated	  be calculate	from the assessment of symptoms of pain	0.13	A wound index ( range of values : 0-15 ) was calculated from the assessment of symptoms of redness , coatings , exudation , pain , and functional limitation .
30240042	A wound index	 was calculated	  be calculate	from the assessment of symptoms of functional limitation	0.10	A wound index ( range of values : 0-15 ) was calculated from the assessment of symptoms of redness , coatings , exudation , pain , and functional limitation .
30240051	The treatment groups	 were	  be	comparable at baseline	1.00	Results : The treatment groups were comparable at baseline .
30240052	Wound radius	 decreased	  decrease	by an average of 0.55 ± 0.31 mm/day ( mean ± s ) under tyrothricin and 0.47 ± 0.30 mm/day under placebo in the collective at comparable baseline intention-to-treat	0.34	Results : Wound radius decreased by an average of 0.55 ± 0.31 mm/day ( mean ± s ) under tyrothricin and 0.47 ± 0.30 mm/day under placebo in the intention-to-treat collective at comparable baseline ( p = 0.016 ; one-sided ) .
30240061	the radius of the lesions	 was reduced	  be reduce	at an average of 0.55 ± 0.31 mm/day ( mean ± SD ) for tyrothricin and 0.47 ± 0.30 mm/day for During randomized treatment	0.77	During randomized treatment , the radius of the lesions was reduced at an average of 0.55 ± 0.31 mm/day ( mean ± SD ) for tyrothricin and 0.47 ± 0.30 mm/day for placebo ( p = 0.016 ; one-sided ; intention-to-treat data set ) .
30240061	one-sided intention-to-treat data	 set	  set		0.48	During randomized treatment , the radius of the lesions was reduced at an average of 0.55 ± 0.31 mm/day ( mean ± SD ) for tyrothricin and 0.47 ± 0.30 mm/day for placebo ( p = 0.016 ; one-sided ; intention-to-treat data set ) .
30240062	The wound index	 decreased	  decrease	by a mean of 4.2 ± 1.7 points under tyrothricin and 3.3 ± 1.9 points under placebo	0.96	The wound index decreased by a mean of 4.2 ± 1.7 points under tyrothricin and 3.3 ± 1.9 points under placebo ( p = 0.0048 ; one-sided ) .
30240071	The wound index	 decreased respectively	  decrease respectively	at an average of 4.2 ± 1.7 and 3.3 ± 1.9 points for tyrothricin ,	0.47	The wound index decreased at an average of 4.2 ± 1.7 and 3.3 ± 1.9 points for tyrothricin and placebo , respectively ( p = 0.0048 ; one-sided ) .
30240071	The wound index	 decreased respectively	  decrease respectively	at an average of 4.2 ± 1.7 and 3.3 ± 1.9 points for placebo ,	0.36	The wound index decreased at an average of 4.2 ± 1.7 and 3.3 ± 1.9 points for tyrothricin and placebo , respectively ( p = 0.0048 ; one-sided ) .
30240072	a causal relationship with the medication	 could not be ruled out	  can not be rule out	in only 3 cases under placebo	1.00	Of 4 adverse events in each of the two treatment groups , a causal relationship with the medication could not be ruled out in only 3 cases under placebo .
30240081	4 adverse events	 occurred	  occur	in each group	1.00	4 adverse events occurred in each group .
30240082	The results	 demonstrate	  demonstrate	the promotion of healing of infection-prone skin lesions by Tyrothricin powder	0.68	Conclusions : The results demonstrate the promotion of healing of infected and infection-prone skin lesions by Tyrothricin powder ( Tyrosur® powder ) and its superiority over placebo .
30240082	The results	 demonstrate	  demonstrate	the promotion of healing of infected skin lesions by Tyrothricin powder	0.36	Conclusions : The results demonstrate the promotion of healing of infected and infection-prone skin lesions by Tyrothricin powder ( Tyrosur® powder ) and its superiority over placebo .
30240082	The results	 demonstrate	  demonstrate	its superiority over placebo	0.32	Conclusions : The results demonstrate the promotion of healing of infected and infection-prone skin lesions by Tyrothricin powder ( Tyrosur® powder ) and its superiority over placebo .
30240091	A causal relationship with the investigational drug	 could not be excluded	  can not be exclude	in 3 of the placebo group	1.00	A causal relationship with the investigational drug could not be excluded in 3 of the placebo group .
30240092	the substance	 is	  be	suitable for therapy in skin injuries	1.00	Due to the good tolerability and the lack of a systemic effect , the substance is suitable for therapy in skin injuries .
30240101	The results	 confirm	  confirm	the tendency to an acceleration of wound healing by tyrothricin powder ( Tyrosur® Powder ) in case of infection	0.67	Conclusion : The results confirm the tendency to an acceleration of wound healing by tyrothricin powder ( Tyrosur® Powder ) in case of infection or danger of infection .
30240101	The results	 confirm	  confirm	the tendency to an acceleration of wound healing by tyrothricin powder ( Tyrosur® Powder ) in case of danger of infection	0.65	Conclusion : The results confirm the tendency to an acceleration of wound healing by tyrothricin powder ( Tyrosur® Powder ) in case of infection or danger of infection .
30240111	A superior efficacy compared to placebo	 was demonstrated	  be demonstrate		0.98	A superior efficacy compared to placebo was demonstrated .
30240111	A superior efficacy	 compared	  compare	to placebo	0.91	A superior efficacy compared to placebo was demonstrated .
30240121	the absence of a systemic effects tyrothricin powder	 is	  be	appropriate for the treatment of superficial skin lesions	0.68	Due to its good tolerability and the absence of a systemic effects tyrothricin powder is appropriate for the treatment of superficial skin lesions .
30240121	tolerability tyrothricin powder	 is	  be	appropriate for the treatment of superficial skin lesions	0.11	Due to its good tolerability and the absence of a systemic effects tyrothricin powder is appropriate for the treatment of superficial skin lesions .
30250001	2,5-Dichloro-4-methyl-benzo [ c ] [ 2,7 ] naphthyridine	 reacted selectively	  react selectively	with aromatic amines by substitution at the 5-position	0.81	2,5-Dichloro-4-methyl-benzo [ c ] [ 2,7 ] naphthyridine ( 1 ) reacted with aromatic amines selectively by substitution at the 5-position to yield the amidines 2 .
30250002	2,5-Dichloro-4-methyl-benzo [ c ] [ 2,7 ] naphthyridine	 reacted selectively	  react selectively	with aromatic amines with substitution at the 5-position	0.96	2,5-Dichloro-4-methyl-benzo [ c ] [ 2,7 ] naphthyridine ( 1 ) reacted selectively with aromatic amines with substitution at the 5-position to give the amidines 2 .
30250011	The 4-aminophenol 2c	 could also be synthesized	  can also be synthesize	by cleavage of the ether 2b	1.00	The 4-aminophenol 2c could also be synthesized by cleavage of the ether 2b .
30250012	The 4-aminophenol 2c	 could also be prepared	  can also be prepare	by ether cleavage of 2b	1.00	The 4-aminophenol 2c could also be prepared by ether cleavage of 2b .
30250021	The structure of 2c	 was proved	  be prove	by X-ray crystal analysis	1.00	The structure of 2c was proved by X-ray crystal analysis .
30250031	Aminomethylation of 2c	 yielded	  yield	the amodiaquine analogue 3	1.00	Aminomethylation of 2c yielded the amodiaquine analogue 3 .
30250032	Aminomethylation of 2c	 afforded	  afford	the amodiaquine analogue 3	1.00	Aminomethylation of 2c afforded the amodiaquine analogue 3 .
30250041	The mono- derivatives 4	 were obtained	  be obtain	by reaction of compound 1 with phenol Mannich base hydrochlorides	0.48	The mono- and bisaminomethylated derivatives 4 and 5 were obtained by reaction of compound 1 with phenol Mannich base hydrochlorides .
30250041	The bisaminomethylated derivatives 4	 were obtained	  be obtain	by reaction of compound 1 with phenol Mannich base hydrochlorides	0.46	The mono- and bisaminomethylated derivatives 4 and 5 were obtained by reaction of compound 1 with phenol Mannich base hydrochlorides .
30250041	The bisaminomethylated derivatives 5	 were obtained	  be obtain	by reaction of compound 1 with phenol Mannich base hydrochlorides	0.28	The mono- and bisaminomethylated derivatives 4 and 5 were obtained by reaction of compound 1 with phenol Mannich base hydrochlorides .
30250041	The mono- derivatives 5	 were obtained	  be obtain	by reaction of compound 1 with phenol Mannich base hydrochlorides	0.27	The mono- and bisaminomethylated derivatives 4 and 5 were obtained by reaction of compound 1 with phenol Mannich base hydrochlorides .
30250042	Reaction of 1 with phenol Mannich base hydrochlorides	 gave	  give	the bisaminomethylated derivatives 4	0.53	Reaction of 1 with phenol Mannich base hydrochlorides gave the mono- and bisaminomethylated derivatives 4 and 5 .
30250042	Reaction of 1 with phenol Mannich base hydrochlorides	 gave	  give	the mono- derivatives 4	0.38	Reaction of 1 with phenol Mannich base hydrochlorides gave the mono- and bisaminomethylated derivatives 4 and 5 .
30250042	Reaction of 1 with phenol Mannich base hydrochlorides	 gave	  give	the bisaminomethylated derivatives 5	0.36	Reaction of 1 with phenol Mannich base hydrochlorides gave the mono- and bisaminomethylated derivatives 4 and 5 .
30250042	Reaction of 1 with phenol Mannich base hydrochlorides	 gave	  give	the mono- derivatives 5	0.25	Reaction of 1 with phenol Mannich base hydrochlorides gave the mono- and bisaminomethylated derivatives 4 and 5 .
30250051	Compounds 3–5	 were tested	  be test	in vitro for antimalarial activity	0.99	Compounds 3–5 were tested in vitro for antimalarial activity using chloroquine-sensitive and resistant Plasmodium-falciparum strains .
30250052	Compounds 3-5	 were tested	  be test	for activity against malaria with a chloroquine-sensitive Plasmodium falciparum strain in vitro	0.69	Compounds 3-5 were tested for activity against malaria with a chloroquine-sensitive and -resistant Plasmodium falciparum strain in vitro .
30250052	Compounds 3-5	 were tested	  be test	for activity against malaria with a -resistant Plasmodium falciparum strain in vitro	0.64	Compounds 3-5 were tested for activity against malaria with a chloroquine-sensitive and -resistant Plasmodium falciparum strain in vitro .
30250061	The highest activities	 were shown	  be show	by the pyronaridine-type compounds 5a with IC50	0.40	The highest activities were shown by the pyronaridine-type compounds 5a and 5b with IC50 values of approximately 200 nM .
30250061	The highest activities	 were shown	  be show	by the pyronaridine-type compounds 5b IC50	0.21	The highest activities were shown by the pyronaridine-type compounds 5a and 5b with IC50 values of approximately 200 nM .
30250062	Pyronaridine analogues 5a	 showed	  show	the best activities with IC50 values around 200 nM	0.87	Pyronaridine analogues 5a and 5b showed the best activities with IC50 values around 200 nM .
30250062	Pyronaridine analogues 5b	 showed	  show	the best activities with IC50 values around 200 nM	0.71	Pyronaridine analogues 5a and 5b showed the best activities with IC50 values around 200 nM .
